"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.jayan-qv41917.uwmadison744-f18-pg0.wisc.cloudlab.us",,,,"User:","jayan"
"Cmdline:","dstat --time --cpu --mem --load --output 2_nodes.csv 2 3000",,,,"Date:","15 Oct 2018 02:16:41 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,
15-10 03:50:10,0.0,0.013,99.987,0.0,0.0,0.0,3458330624.0,32395264.0,2220355584.0,1.95559231488e+11,0.0,0.0,0.140
15-10 03:50:12,0.0,0.013,99.987,0.0,0.0,0.0,3458330624.0,32395264.0,2220355584.0,1.95559231488e+11,0.0,0.0,0.140
15-10 03:50:14,0.0,0.013,99.987,0.0,0.0,0.0,3458322432.0,32403456.0,2220347392.0,1.9555923968e+11,0.0,0.0,0.140
15-10 03:50:16,0.0,0.013,99.987,0.0,0.0,0.0,3458314240.0,32403456.0,2220355584.0,1.9555923968e+11,0.0,0.0,0.140
15-10 03:50:18,0.0,0.013,99.987,0.0,0.0,0.0,3458306048.0,32403456.0,2220355584.0,1.95559247872e+11,0.0,0.0,0.130
15-10 03:50:20,0.0,0.013,99.987,0.0,0.0,0.0,3458306048.0,32411648.0,2220347392.0,1.95559247872e+11,0.0,0.0,0.130
15-10 03:50:22,0.0,0.013,99.987,0.0,0.0,0.0,3458297856.0,32411648.0,2220355584.0,1.95559247872e+11,0.0,0.0,0.130
15-10 03:50:24,0.0,0.013,99.987,0.0,0.0,0.0,3458297856.0,32411648.0,2220355584.0,1.95559247872e+11,0.0,0.0,0.130
15-10 03:50:26,0.0,0.025,99.975,0.0,0.0,0.0,3458568192.0,32419840.0,2220347392.0,1.95558977536e+11,0.0,0.0,0.130
15-10 03:50:28,0.013,0.013,99.975,0.0,0.0,0.0,3458367488.0,32419840.0,2220367872.0,1.9555915776e+11,0.0,0.0,0.130
15-10 03:50:30,0.0,0.013,99.987,0.0,0.0,0.0,3458129920.0,32419840.0,2220367872.0,1.95559395328e+11,0.0,0.0,0.130
15-10 03:50:32,0.0,0.013,99.987,0.0,0.0,0.0,3458064384.0,32428032.0,2220359680.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:34,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32428032.0,2220367872.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:36,0.0,0.025,99.975,0.0,0.0,0.0,3458056192.0,32428032.0,2220367872.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:38,0.0,0.025,99.975,0.0,0.0,0.0,3458056192.0,32436224.0,2220359680.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:40,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32436224.0,2220367872.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:42,0.0,0.0,100.0,0.0,0.0,0.0,3458048000.0,32436224.0,2220367872.0,1.95559460864e+11,0.0,0.0,0.130
15-10 03:50:44,0.013,0.013,99.975,0.0,0.0,0.0,3459325952.0,32444416.0,2220359680.0,1.95558182912e+11,0.0,0.0,0.130
15-10 03:50:46,0.0,0.025,99.975,0.0,0.0,0.0,3459190784.0,32444416.0,2220367872.0,1.95558309888e+11,0.0,0.0,0.130
15-10 03:50:48,0.0,0.013,99.987,0.0,0.0,0.0,3459178496.0,32444416.0,2220367872.0,1.95558322176e+11,0.0,0.0,0.130
15-10 03:50:50,0.0,0.0,100.0,0.0,0.0,0.0,3459178496.0,32452608.0,2220359680.0,1.95558322176e+11,0.0,0.0,0.130
15-10 03:50:52,0.0,0.013,99.987,0.0,0.0,0.0,3459170304.0,32452608.0,2220367872.0,1.95558322176e+11,0.0,0.0,0.130
15-10 03:50:54,0.012,0.012,99.975,0.0,0.0,0.0,3458621440.0,32452608.0,2220376064.0,1.95558862848e+11,0.0,0.0,0.130
15-10 03:50:56,0.0,0.025,99.975,0.0,0.0,0.0,3458494464.0,32460800.0,2220367872.0,1.95558989824e+11,0.0,0.0,0.130
15-10 03:50:58,0.0,0.0,100.0,0.0,0.0,0.0,3458424832.0,32460800.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.130
15-10 03:51:00,0.0,0.013,99.987,0.0,0.0,0.0,3458424832.0,32460800.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.130
15-10 03:51:02,0.0,0.013,99.987,0.0,0.0,0.0,3458424832.0,32468992.0,2220367872.0,1.95559051264e+11,0.0,0.0,0.130
15-10 03:51:04,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32468992.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.130
15-10 03:51:06,0.0,0.013,99.987,0.0,0.0,0.0,3458416640.0,32468992.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.130
15-10 03:51:08,0.0,0.025,99.975,0.0,0.0,0.0,3458416640.0,32477184.0,2220367872.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:10,0.0,0.013,99.987,0.0,0.0,0.0,3458408448.0,32477184.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:12,0.0,0.013,99.987,0.0,0.0,0.0,3458408448.0,32477184.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:14,0.0,0.0,100.0,0.0,0.0,0.0,3458408448.0,32485376.0,2220367872.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:16,0.0,0.025,99.975,0.0,0.0,0.0,3458400256.0,32485376.0,2220376064.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:18,0.0,0.013,99.987,0.0,0.0,0.0,3458396160.0,32485376.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:20,0.0,0.013,99.987,0.0,0.0,0.0,3458396160.0,32493568.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:22,0.0,0.0,100.0,0.0,0.0,0.0,3458387968.0,32493568.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:24,0.0,0.013,99.987,0.0,0.0,0.0,3458387968.0,32493568.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:26,0.0,0.025,99.975,0.0,0.0,0.0,3458387968.0,32501760.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:28,0.0,0.013,99.987,0.0,0.0,0.0,3458379776.0,32501760.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:30,0.0,0.0,100.0,0.0,0.0,0.0,3458379776.0,32501760.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:32,0.0,0.013,99.987,0.0,0.0,0.0,3458379776.0,32509952.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:34,0.0,0.013,99.987,0.0,0.0,0.0,3458371584.0,32509952.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:36,0.0,0.025,99.975,0.0,0.0,0.0,3458371584.0,32509952.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:38,0.012,0.025,99.963,0.0,0.0,0.0,3458371584.0,32518144.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:40,0.0,0.0,100.0,0.0,0.0,0.0,3458363392.0,32518144.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:42,0.0,0.013,99.987,0.0,0.0,0.0,3458363392.0,32518144.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:44,0.0,0.013,99.987,0.0,0.0,0.0,3458363392.0,32526336.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:46,0.0,0.025,99.975,0.0,0.0,0.0,3458355200.0,32526336.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:48,0.0,0.0,100.0,0.0,0.0,0.0,3458355200.0,32526336.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:50,0.0,0.013,99.987,0.0,0.0,0.0,3458355200.0,32534528.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:52,0.0,0.013,99.987,0.0,0.0,0.0,3458347008.0,32534528.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:54,0.0,0.013,99.987,0.0,0.0,0.0,3458347008.0,32534528.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:56,0.0,0.013,99.987,0.0,0.0,0.0,3458347008.0,32542720.0,2220371968.0,1.95559051264e+11,0.0,0.0,0.120
15-10 03:51:58,0.0,0.013,99.987,0.0,0.0,0.0,3458338816.0,32542720.0,2220380160.0,1.95559051264e+11,0.0,0.0,0.110
15-10 03:52:00,0.0,0.013,99.987,0.0,0.0,0.0,3458334720.0,32542720.0,2220380160.0,1.9555905536e+11,0.0,0.0,0.110
15-10 03:52:02,0.0,0.013,99.987,0.0,0.0,0.0,3458334720.0,32550912.0,2220371968.0,1.9555905536e+11,0.0,0.0,0.110
15-10 03:52:04,0.0,0.013,99.987,0.0,0.0,0.0,3458080768.0,32550912.0,2220380160.0,1.9555930112e+11,0.0,0.0,0.110
15-10 03:52:06,0.0,0.013,99.987,0.0,0.0,0.0,3458080768.0,32550912.0,2220380160.0,1.9555930112e+11,0.0,0.0,0.110
15-10 03:52:08,0.0,0.025,99.975,0.0,0.0,0.0,3458080768.0,32559104.0,2220371968.0,1.9555930112e+11,0.0,0.0,0.110
15-10 03:52:10,0.0,0.013,99.987,0.0,0.0,0.0,3458072576.0,32559104.0,2220380160.0,1.9555930112e+11,0.0,0.0,0.110
15-10 03:52:12,0.0,0.0,100.0,0.0,0.0,0.0,3458072576.0,32559104.0,2220380160.0,1.9555930112e+11,0.0,0.0,0.110
15-10 03:52:14,0.0,0.013,99.987,0.0,0.0,0.0,3458072576.0,32567296.0,2220371968.0,1.9555930112e+11,0.080,0.020,0.120
15-10 03:52:16,0.0,0.025,99.975,0.0,0.0,0.0,3458064384.0,32567296.0,2220380160.0,1.9555930112e+11,0.080,0.020,0.120
15-10 03:52:18,0.0,0.013,99.987,0.0,0.0,0.0,3458064384.0,32567296.0,2220380160.0,1.9555930112e+11,0.070,0.020,0.120
15-10 03:52:20,0.0,0.0,100.0,0.0,0.0,0.0,3458064384.0,32575488.0,2220371968.0,1.9555930112e+11,0.070,0.020,0.120
15-10 03:52:22,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32575488.0,2220380160.0,1.9555930112e+11,0.070,0.020,0.120
15-10 03:52:24,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32575488.0,2220380160.0,1.9555930112e+11,0.070,0.020,0.120
15-10 03:52:26,0.0,0.025,99.975,0.0,0.0,0.0,3458048000.0,32583680.0,2220371968.0,1.95559309312e+11,0.070,0.020,0.120
15-10 03:52:28,0.0,0.0,100.0,0.0,0.0,0.0,3458039808.0,32583680.0,2220380160.0,1.95559309312e+11,0.060,0.020,0.110
15-10 03:52:30,0.0,0.013,99.987,0.0,0.0,0.0,3458035712.0,32583680.0,2220384256.0,1.95559309312e+11,0.060,0.020,0.110
15-10 03:52:32,0.0,0.013,99.987,0.0,0.0,0.0,3458035712.0,32591872.0,2220376064.0,1.95559309312e+11,0.060,0.020,0.110
15-10 03:52:34,0.0,0.013,99.987,0.0,0.0,0.0,3458027520.0,32591872.0,2220384256.0,1.95559309312e+11,0.060,0.010,0.110
15-10 03:52:36,0.0,0.013,99.987,0.0,0.0,0.0,3458027520.0,32591872.0,2220384256.0,1.95559309312e+11,0.060,0.010,0.110
15-10 03:52:38,0.0,0.037,99.963,0.0,0.0,0.0,3458764800.0,32600064.0,2220376064.0,1.95558572032e+11,0.050,0.010,0.110
15-10 03:52:40,0.0,0.013,99.987,0.0,0.0,0.0,3458756608.0,32600064.0,2220384256.0,1.95558572032e+11,0.050,0.010,0.110
15-10 03:52:42,0.013,0.0,99.987,0.0,0.0,0.0,3458723840.0,32600064.0,2220384256.0,1.955586048e+11,0.050,0.010,0.110
15-10 03:52:44,0.0,0.013,99.987,0.0,0.0,0.0,3458977792.0,32608256.0,2220376064.0,1.95558350848e+11,0.050,0.010,0.110
15-10 03:52:46,0.0,0.025,99.975,0.0,0.0,0.0,3458969600.0,32608256.0,2220384256.0,1.95558350848e+11,0.050,0.010,0.110
15-10 03:52:48,0.0,0.012,99.988,0.0,0.0,0.0,3458969600.0,32608256.0,2220384256.0,1.95558350848e+11,0.040,0.010,0.110
15-10 03:52:50,0.0,0.0,100.0,0.0,0.0,0.0,3458011136.0,32616448.0,2220400640.0,1.95559284736e+11,0.040,0.010,0.110
15-10 03:52:52,0.0,0.012,99.988,0.0,0.0,0.0,3457978368.0,32616448.0,2220400640.0,1.95559317504e+11,0.040,0.010,0.110
15-10 03:52:54,0.0,0.013,99.987,0.0,0.0,0.0,3457978368.0,32616448.0,2220400640.0,1.95559317504e+11,0.040,0.010,0.110
15-10 03:52:56,0.013,0.025,99.963,0.0,0.0,0.0,3458347008.0,32624640.0,2220400640.0,1.95558940672e+11,0.040,0.010,0.110
15-10 03:52:58,0.012,0.025,99.963,0.0,0.0,0.0,3459350528.0,32624640.0,2220400640.0,1.95557937152e+11,0.040,0.010,0.110
15-10 03:53:00,0.013,0.013,99.975,0.0,0.0,0.0,3460308992.0,32624640.0,2220400640.0,1.95556978688e+11,0.040,0.010,0.110
15-10 03:53:02,0.0,0.013,99.987,0.0,0.0,0.0,3459665920.0,32632832.0,2220404736.0,1.95557609472e+11,0.040,0.010,0.110
15-10 03:53:04,0.0,0.013,99.987,0.0,0.0,0.0,3458191360.0,32632832.0,2220433408.0,1.9555905536e+11,0.030,0.010,0.110
15-10 03:53:06,0.0,0.013,99.987,0.0,0.0,0.0,3458191360.0,32632832.0,2220433408.0,1.9555905536e+11,0.030,0.010,0.110
15-10 03:53:08,0.0,0.037,99.963,0.0,0.0,0.0,3458080768.0,32641024.0,2220425216.0,1.95559165952e+11,0.030,0.010,0.110
15-10 03:53:10,0.0,0.013,99.987,0.0,0.0,0.0,3457945600.0,32641024.0,2220433408.0,1.95559292928e+11,0.030,0.010,0.110
15-10 03:53:12,0.0,0.0,100.0,0.0,0.0,0.0,3457945600.0,32641024.0,2220433408.0,1.95559292928e+11,0.030,0.010,0.110
15-10 03:53:14,0.0,0.013,99.987,0.0,0.0,0.0,3457945600.0,32649216.0,2220425216.0,1.95559292928e+11,0.030,0.010,0.110
15-10 03:53:16,0.0,0.025,99.975,0.0,0.0,0.0,3458031616.0,32649216.0,2220433408.0,1.9555919872e+11,0.030,0.010,0.110
15-10 03:53:18,0.0,0.013,99.987,0.0,0.0,0.0,3458031616.0,32649216.0,2220433408.0,1.9555919872e+11,0.020,0.010,0.100
15-10 03:53:20,0.0,0.0,100.0,0.0,0.0,0.0,3458031616.0,32657408.0,2220425216.0,1.9555919872e+11,0.020,0.010,0.100
15-10 03:53:22,0.0,0.013,99.987,0.0,0.0,0.0,3458150400.0,32657408.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:24,0.0,0.013,99.987,0.0,0.0,0.0,3458150400.0,32657408.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:26,0.0,0.025,99.975,0.0,0.0,0.0,3458150400.0,32665600.0,2220425216.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:28,0.0,0.0,100.0,0.0,0.0,0.0,3458142208.0,32665600.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:30,0.0,0.013,99.987,0.0,0.0,0.0,3458142208.0,32665600.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:32,0.0,0.013,99.987,0.0,0.0,0.0,3458142208.0,32673792.0,2220425216.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:34,0.0,0.013,99.987,0.0,0.0,0.0,3458134016.0,32673792.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:36,0.0,0.013,99.987,0.0,0.0,0.0,3458134016.0,32673792.0,2220433408.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:38,0.0,0.025,99.975,0.0,0.0,0.0,3458134016.0,32681984.0,2220425216.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:40,0.0,0.013,99.987,0.0,0.0,0.0,3458121728.0,32681984.0,2220437504.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:42,0.0,0.013,99.987,0.0,0.0,0.0,3458121728.0,32681984.0,2220437504.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:44,0.0,0.0,100.0,0.0,0.0,0.0,3458121728.0,32690176.0,2220429312.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:46,0.012,0.025,99.963,0.0,0.0,0.0,3458113536.0,32690176.0,2220437504.0,1.95559071744e+11,0.020,0.010,0.100
15-10 03:53:48,0.0,0.0,100.0,0.0,0.0,0.0,3458113536.0,32690176.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:53:50,0.0,0.012,99.988,0.0,0.0,0.0,3458113536.0,32698368.0,2220429312.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:53:52,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32698368.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:53:54,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32698368.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:53:56,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32706560.0,2220429312.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:53:58,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32706560.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:00,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32706560.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:02,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32714752.0,2220429312.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:04,0.0,0.013,99.987,0.0,0.0,0.0,3458088960.0,32714752.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:06,0.0,0.025,99.975,0.0,0.0,0.0,3458088960.0,32714752.0,2220437504.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:08,0.0,0.025,99.975,0.0,0.0,0.0,3458088960.0,32722944.0,2220429312.0,1.95559071744e+11,0.010,0.010,0.100
15-10 03:54:10,0.0,0.0,100.0,0.0,0.0,0.0,3458072576.0,32722944.0,2220437504.0,1.95559079936e+11,0.010,0.010,0.100
15-10 03:54:12,0.0,0.025,99.975,0.0,0.0,0.0,3458072576.0,32722944.0,2220437504.0,1.95559079936e+11,0.010,0.010,0.100
15-10 03:54:14,0.0,0.013,99.987,0.0,0.0,0.0,3458072576.0,32731136.0,2220429312.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:16,0.0,0.025,99.975,0.0,0.0,0.0,3458064384.0,32731136.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:18,0.0,0.013,99.987,0.0,0.0,0.0,3458064384.0,32731136.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:20,0.0,0.013,99.987,0.0,0.0,0.0,3458064384.0,32739328.0,2220429312.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:22,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32739328.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:24,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32739328.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:26,0.0,0.025,99.975,0.0,0.0,0.0,3458056192.0,32747520.0,2220429312.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:28,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32747520.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:30,0.0,0.012,99.988,0.0,0.0,0.0,3458048000.0,32747520.0,2220437504.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:32,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32755712.0,2220429312.0,1.95559079936e+11,0.010,0.0,0.090
15-10 03:54:34,0.0,0.013,99.987,0.0,0.0,0.0,3458039808.0,32755712.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:36,0.0,0.025,99.975,0.0,0.0,0.0,3458039808.0,32755712.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:38,0.0,0.037,99.963,0.0,0.0,0.0,3458039808.0,32763904.0,2220429312.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:40,0.0,0.013,99.987,0.0,0.0,0.0,3458031616.0,32763904.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:42,0.0,0.013,99.987,0.0,0.0,0.0,3458031616.0,32763904.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:44,0.0,0.013,99.987,0.0,0.0,0.0,3458031616.0,32772096.0,2220429312.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:46,0.0,0.025,99.975,0.0,0.0,0.0,3458023424.0,32772096.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:48,0.0,0.013,99.987,0.0,0.0,0.0,3458023424.0,32772096.0,2220437504.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:50,0.0,0.025,99.975,0.0,0.0,0.0,3458023424.0,32780288.0,2220429312.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:52,0.0,0.013,99.987,0.0,0.0,0.0,3458011136.0,32780288.0,2220441600.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:54,0.0,0.013,99.987,0.0,0.0,0.0,3458011136.0,32780288.0,2220441600.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:56,0.0,0.025,99.975,0.0,0.0,0.0,3458011136.0,32788480.0,2220433408.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:54:58,0.012,0.012,99.975,0.0,0.0,0.0,3458002944.0,32788480.0,2220441600.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:55:00,0.0,0.013,99.987,0.0,0.0,0.0,3458002944.0,32788480.0,2220441600.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:55:02,0.0,0.013,99.987,0.0,0.0,0.0,3458002944.0,32796672.0,2220433408.0,1.95559079936e+11,0.0,0.0,0.090
15-10 03:55:04,0.0,0.013,99.987,0.0,0.0,0.0,3458121728.0,32796672.0,2220441600.0,1.9555895296e+11,0.0,0.0,0.090
15-10 03:55:06,0.0,0.025,99.975,0.0,0.0,0.0,3458121728.0,32796672.0,2220441600.0,1.9555895296e+11,0.0,0.0,0.090
15-10 03:55:08,0.0,0.025,99.975,0.0,0.0,0.0,3458121728.0,32804864.0,2220433408.0,1.9555895296e+11,0.0,0.0,0.090
15-10 03:55:10,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32804864.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:12,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32804864.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:14,0.0,0.013,99.987,0.0,0.0,0.0,3458105344.0,32813056.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:16,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32813056.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:18,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32813056.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:20,0.0,0.013,99.987,0.0,0.0,0.0,3458097152.0,32821248.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:22,0.0,0.013,99.987,0.0,0.0,0.0,3458088960.0,32821248.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:24,0.0,0.013,99.987,0.0,0.0,0.0,3458088960.0,32821248.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:26,0.0,0.013,99.987,0.0,0.0,0.0,3458088960.0,32829440.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.090
15-10 03:55:28,0.0,0.013,99.987,0.0,0.0,0.0,3458080768.0,32829440.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:30,0.0,0.013,99.987,0.0,0.0,0.0,3458080768.0,32829440.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:32,0.0,0.013,99.987,0.0,0.0,0.0,3458080768.0,32837632.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:34,0.0,0.0,100.0,0.0,0.0,0.0,3458072576.0,32837632.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:36,0.0,0.025,99.975,0.0,0.0,0.0,3458072576.0,32837632.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:38,0.0,0.025,99.975,0.0,0.0,0.0,3458072576.0,32845824.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:40,0.0,0.013,99.987,0.0,0.0,0.0,3458064384.0,32845824.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:42,0.0,0.012,99.988,0.0,0.0,0.0,3458064384.0,32845824.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:44,0.0,0.0,100.0,0.0,0.0,0.0,3458064384.0,32854016.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:46,0.0,0.025,99.975,0.0,0.0,0.0,3458056192.0,32854016.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:48,0.0,0.0,100.0,0.0,0.0,0.0,3458056192.0,32854016.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:50,0.0,0.013,99.987,0.0,0.0,0.0,3458056192.0,32862208.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:52,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32862208.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:54,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32862208.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:56,0.0,0.013,99.987,0.0,0.0,0.0,3458048000.0,32870400.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:55:58,0.0,0.013,99.987,0.0,0.0,0.0,3458039808.0,32870400.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:56:00,0.0,0.013,99.987,0.0,0.0,0.0,3458039808.0,32870400.0,2220441600.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:56:02,0.0,0.0,100.0,0.0,0.0,0.0,3458039808.0,32878592.0,2220433408.0,1.95558961152e+11,0.0,0.0,0.080
15-10 03:56:04,0.0,0.013,99.987,0.0,0.0,0.0,3458023424.0,32878592.0,2220445696.0,1.95558965248e+11,0.0,0.0,0.080
15-10 03:56:06,0.0,0.025,99.975,0.0,0.0,0.0,3458023424.0,32878592.0,2220445696.0,1.95558965248e+11,0.0,0.0,0.080
15-10 03:56:08,0.0,0.025,99.975,0.0,0.0,0.0,3458023424.0,32886784.0,2220437504.0,1.95558965248e+11,0.0,0.0,0.080
15-10 03:56:10,0.0,0.012,99.988,0.0,0.0,0.0,3458142208.0,32886784.0,2220445696.0,1.95558838272e+11,0.0,0.0,0.080
